,Job Title,Job Salary,Key Skills,Role Category,Location,Functional Area,Industry,Role
2657, Customer Service Associate - Chat -, Not Disclosed by Recruiter ,"[' Customer Service Associate', ' Conflict resolution', ' Interpersonal skills', ' Customer service', ' E-commerce', ' Focus']",['Voice'],['Pune'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['Recruitment', ' Staffing']",Associate/Senior Associate -(NonTechnical)
2658, Hiring for Google Places / B2B Voice Process / SAL 22K / Gurgaon," 2,50,000 - 3,00,000 PA. ","[' cognizant', ' international', ' google', ' google maps', ' bpo', ' call center', ' voice', ' voice process', ' fresher', ' btech', ' technical support', ' client service', ' customer service', ' fixed off', ' b2b', ' google adwords', ' adwords', ' search engine', ' dell', ' US']",['Voice'],['Gurgaon'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['BPO', ' Call Centre', ' ITeS']",Associate/Senior Associate -(NonTechnical)
2659, Interviews of Relationship Executive at Muthoot Finance Delhi Location," 1,75,000 - 2,25,000 PA. ","[' Accounting', ' Banking', ' Financial Services', ' Cross Selling', ' Business Development', ' fresher', ' Mba Fresher']",['Retail Sales'],['Delhi'],"['Sales ', ' Retail ', ' Business Development']","['Banking', ' Financial Services', ' Broking']",Sales Executive/Officer
2660, Corporate Marketing - Branding & Relation @ Urgent Joining," 1,00,000 - 2,00,000 PA. ","[' business', ' technology', ' mba', ' sales', ' journalism', ' marketing', ' b2b', ' pgdm', ' isc', ' b.tech', ' communication', ' icse', ' cbse']",['Marketing Research'],['Kolkata'],"['Marketing ', ' Advertising ', ' MR ', ' PR ', ' Media Planning']","['Recruitment', ' Staffing']",Marketing Research Executive/Manager
2661, Immediate Hiring IN International Bpo&#39," 2,00,000 - 6,00,000 PA. ","[' Customer Service', ' cce', ' inbound', ' customer care', ' Customer Support Executive', ' Voice Process', ' UK Shift', ' us shifts', ' US Process', ' Customer Support', ' Customer Care Executive', ' international voice process', ' outbound', ' International Voice', ' International BPO']",['Voice'],"['Gurgaon', 'Delhi ncr']","['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['BPO', ' Call Centre', ' ITeS']",Associate/Senior Associate -(NonTechnical)
2662, Executive Sales & Marketing," 1,25,000 - 2,25,000 PA. ","[' insurance', ' business development', ' financial services', ' business developer', ' sales', ' sales executive', ' banking', ' marketing', ' sales manager', ' lead generation', ' sales officer', ' telesales', ' business development executive', ' telecalling', ' telemarketing']",['Retail Sales'],['Hyderabad'],"['Sales ', ' Retail ', ' Business Development']","['Architecture', ' Interior Design']",Sales Executive/Officer
2663, Senior Analyst - Fraud Risk UAT, Not Disclosed by Recruiter ,"[' technology', ' finance', ' operations', ' human resources']","['Finance', 'Audit']","['Mumbai', 'Mumbai']","['Accounts ', ' Finance ', ' Tax ', ' Company Secretary ', ' Audit']","['Banking', ' Financial Services', ' Broking']",Finance Executive
2664, International Voice Process - 2019 Freshers in a Top MNC in Bangalore," 50,000 - 2,00,000 PA. ","[' international voice process', ' international bpo', ' customer support', ' customer care', ' customer service', ' Fresher', ' bpo', ' call center', ' voice process']",['Voice'],['Bengaluru'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['BPO', ' Call Centre', ' ITeS']",Associate/Senior Associate -(NonTechnical)
2665, Wanted Freshers, Not Disclosed by Recruiter ,[' Fresher'],['Other'],['Chennai'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['Fresher', ' Trainee', ' Entry Level']",Fresher
2666, Cogn*zant Hiring | Client Service | No.1 Search Engine | Hyderabad," 2,00,000 - 3,50,000 PA. ","[' bpo', ' Customer Service', ' international bpo', ' csr', ' inbound', ' tse', ' ites', ' customer care', ' client servicing', ' call center', ' accounting', ' analytical skills', ' customer support', ' voice process', ' service desk', ' cse', ' international voice process', ' outbound', ' it helpdesk', ' icse']",['Voice'],"['Hyderabad', 'Gulbarga', 'Nizamabad']","['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['BPO', ' Call Centre', ' ITeS']",Associate/Senior Associate -(Technical)
2667, CCE / Sr. CCE reqd. for Outbound Web Selling Process, Not Disclosed by Recruiter ,"[' Outbound', ' English', ' process', ' Outbound process', ' Web technologies', ' International BPO', ' Customer Care Executive', ' International sales', ' Time', ' Packaging']",['Voice'],['Kolkata'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['IT-Software', ' Software Services']",Associate/Senior Associate -(NonTechnical)
2668, Registrars - ICU at Sterling Hospitals Ahmedabad, Not Disclosed by Recruiter ,"[' Anaesthesiology', ' Emergency Medicine', ' Critical Care', ' Internal Medicine', ' ICU', ' anesthesia']",['Medical Professional'],['Ahmedabad'],"['Medical ', ' Healthcare ', ' R&D ', ' Pharmaceuticals ', ' Biotechnology']","['Medical', ' Healthcare', ' Hospitals']",Anaesthetist
2669, BPO - Hiring For Email Process- Fresher / Grad. /12th Pass / drop out," 1,75,000 - 3,75,000 PA. ","[' night shift', ' bpo', ' domestic bpo', ' international bpo', ' inbound', ' computer operator', ' back office', ' customer service', ' lpo', ' call center', ' kpo', ' domestic', ' calling', ' backend', ' data entry']",['Other'],"['Delhi ncr', 'Faridabad', 'Noida']","['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['BPO', ' Call Centre', ' ITeS']",Fresher
2670, BPO! Hiring For OLA International Process / Blended / 5 Days/ Cabs," 50,000 - 3,00,000 PA. ","[' bpo', ' domestic bpo', ' international bpo', ' chat process', ' aegis', ' chat support', ' domestic', ' voice process', ' email support', ' backend', ' non voice']","['Back Office', 'Web', 'Transaction Processing']","['Delhi ncr', 'Gurgaon']","['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['BPO', ' Call Centre', ' ITeS']",Associate/Senior Associate -(NonTechnical)
2671, Urgent Wanted-gynecologist - corporate Sector-south Indai, Not Disclosed by Recruiter ,"[' Consultant', ' resident', ' critical care', ' hospital', ' medicine', ' ICU']",['Medical Professional'],['Hyderabad'],"['Medical ', ' Healthcare ', ' R&D ', ' Pharmaceuticals ', ' Biotechnology']","['Recruitment', ' Staffing']",Gynaeocologist
2672, Data Entry Operator|5 Days Working|customer Care|delhi-ncr," 1,75,000 - 4,50,000 PA. ","[' domestic bpo', ' Customer Service', ' international bpo', ' Call Center Operations', ' computer operator', ' back office', ' call center', ' Customer Care Executive', ' Customer Support', ' inbound process', ' calling', ' Customer Care', ' data entry operator', ' data entry']",['Voice'],"['Delhi ncr', 'Faridabad', 'Noida']","['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['BPO', ' Call Centre', ' ITeS']",Telecalling/Telemarketing Executive
2673," Corporate Sales Associate, Aasaanjobs Pvt Ltd (An OLX Group Company)"," 2,50,000 - 4,50,000 PA. ","[' B2B', ' Sales', ' relationship management', ' lead generation', ' Inside Sales', ' B2B Sales', ' Direct Institutional Sales', ' corporate sales']",['Retail Sales'],['Bengaluru'],"['Sales ', ' Retail ', ' Business Development']","['Recruitment', ' Staffing']",Sales Executive/Officer
2674, business development executive, Not Disclosed by Recruiter ,"[' English', ' Linkedin', ' Proposal writing', ' Bidding', ' Writing skills', ' Technical', ' Presales', ' Business Development Executive', ' Revenue generation', ' WHO']",['Institutional Sales'],['Ahmedabad'],"['Sales ', ' Retail ', ' Business Development']","['IT-Software', ' Software Services']",Sales Executive/Officer
2675, Home base Work/part time / Work from Home /freelancer ISO Certified," 3,00,000 - 5,50,000 PA. ","[' bba', ' freelancing', ' bca', ' btech', ' software', ' it', ' mba', ' part time', ' teachers', ' it software', ' data entry', ' ba']","['Ticketing', 'Travel', 'Documentation']","['Mumbai', 'Bengaluru', 'Chennai', 'Hyderabad', 'Pune', 'Nellore', 'Chandigarh', 'Coimbatore', 'Trivandrum']","['Travel ', ' Tours ', ' Ticketing ', ' Airlines']","['Travel ', ' Hotels ', ' Restaurants ', ' Airlines ', ' Railways']",Tour Mngmt Executive
2676,Company Secretary – Govandi ( Near Chembur) Mumbai," INR 2,50,000 - 3,00,000 PA.","['Company Secretary', 'Secretarial Activities', 'Membership ID', 'Internership', 'Law', 'Interetation Skills', 'Communication skills']",['Senior Management'],['Mumbai'],"['Accounts ', ' Finance ', ' Tax ', ' Company Secretary ', ' Audit']",['Construction / Engineering / Cement / Metals'],Company Secretary
2677, Hiring For Executive Assistant To CEO," 50,000 - 3,00,000 PA. ","[' excel', ' Fixing Appointments', ' executive assistant', ' ms office suite', ' personal assistant', ' problem solving']",['Other'],['Pune'],['Purchase / Logistics / Supply Chain'],"['Courier', ' Transportation', ' Freight ', ' Warehousing']",Fresher
2678, Mega drive in a BPO for US shift for Inbound Sales Process, Not Disclosed by Recruiter ,[' Voice process BPO Outbound Night shift Service English Sales process windows support Comp Business Executive'],['Voice'],['Kolkata'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['IT-Software', ' Software Services']",Associate/Senior Associate -(NonTechnical)
2679,Genpact Mega Walk-in Drive For Record To Report On 11th July,Openings: 1,"['fixed assets', 'gl', 'general accounting', 'corporate reporting', 'general ledger', 'reconciliation', 'intercompany accounting', 'MCOM', 'rtr', 'executive', 'r2r', 'specialist', 'General Ledger Reconciliations', 'Month End Reporting', 'record to report', 'ga', 'Mba Fresher']",['Accounts'],['Delhi ncr'],"['Accounts ', ' Finance ', ' Tax ', ' Company Secretary ', ' Audit']",['BPO / Call Centre / ITES'],Accounts Executive/Accountant
2680, BPO Call Center Job @ Mohali / Chandigarh Call NOW," 1,50,000 - 2,50,000 PA. ","[' call center executive', ' bpo executive', ' international call center', ' customer care executive']",['Other'],"['Delhi ncr', 'Ambala', 'Chandigarh', 'Gurgaon', 'Mohali', 'Noida', 'Panchkula', 'Ranchi', 'Shimla']","['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['BPO', ' Call Centre', ' ITeS']",Fresher
2681, Now Hiring Back Office Executive|accounts|marketing|tech Support," 1,75,000 - 3,75,000 PA. ","[' international bpo', ' domestic bpo', ' back office', ' technical support', ' bpo', ' Data Entry', ' data entry operator', ' computer operator', ' Accounting', ' Voice Process', ' Non Voice', ' Call Center']",['Voice'],"['Mumbai', 'Mumbai suburbs', 'Navi mumbai']","['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['BPO', ' Call Centre', ' ITeS']",Telecalling/Telemarketing Executive
2682, Executive/Sr. Executive-FIT Operations, Not Disclosed by Recruiter ,"[' Ticketing', ' MICE', ' Travel insurance', ' Billing', ' Counselling', ' Financial services', ' Foreign exchange', ' Executive', ' Cost']","['Ticketing', 'Travel', 'Documentation']",['Mumbai'],"['Travel ', ' Tours ', ' Ticketing ', ' Airlines']","['Recruitment', ' Staffing']",Reservations Executive
2683, Sr. Software Engineer, Not Disclosed by Recruiter ,"[' PDF', ' Agile', ' Scrum', ' Software testing', ' Automation testing', ' automation', ' software', ' testing', ' tools']",['Programming & Design'],['Hyderabad'],"['IT Software - Application Programming ', ' Maintenance']","['IT-Software', ' Software Services']",Software Developer
2684, Hiring for International Voice Process Call Trupti," 50,000 - 3,00,000 PA. ","[' bpo', ' voice', ' call centre', ' Customer Service', ' international bpo', ' call center executive', ' cce', ' Calling', ' ites', ' Voice Process', ' cco', ' csa', ' international call center', ' Night Shift', ' customer care executive']",['Voice'],['Pune'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['BPO', ' Call Centre', ' ITeS']",Associate/Senior Associate -(NonTechnical)
2685, PHP Fresher Jobs IN Noida - PHP Programmer, Not Disclosed by Recruiter ,"[' PHP', ' XML', ' HTML', ' MySQL', ' Ajax', ' SMARTY', ' Application programming', ' Software services', ' Conceptualization', ' Business Executive']",['Programming & Design'],['Noida'],"['IT Software - Application Programming ', ' Maintenance']","['Recruitment', ' Staffing']",Software Developer
2686, Technical Support Voice Executive," 50,000 - 2,50,000 PA. ","[' Networking', ' Technical Support', ' Voice Process', ' System Troubleshooting', ' Customer Handling', ' Secondary Skills', ' Primary Skills']",['Voice'],['Bengaluru'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['BPO', ' Call Centre', ' ITeS']",Associate/Senior Associate -(Technical)
2687, Telecaller-urgent Opening For Telecaller at Greater Noida Location," 50,000 - 1,25,000 PA. ","[' Sales', ' Customer Experience', ' Telecalling', ' Telemarketing', ' Value Added Services', ' Outbound Calling']",['Sales Support'],['Greater noida'],"['Sales ', ' Retail ', ' Business Development']","['BPO', ' Call Centre', ' ITeS']",Telesales/Telemarketing Executive/Officer
2688, Hiring Company Secretary MALE For Begumpet Location," 1,00,000 - 6,00,000 PA. ","[' company secretary', ' roc', ' annual reports']",['Senior Management'],['Hyderabad (begumpet) '],"['Accounts ', ' Finance ', ' Tax ', ' Company Secretary ', ' Audit']","['Accounting', ' Finance']",Company Secretary
2689, WALK IN Drive For BBA/ Bcom/ Mcom/ MBA/ PGDM - Finance (fresher), Not Disclosed by Recruiter ,"[' MCOM', ' Bcom', ' Capital Market', ' Bba', ' Communication Skills', ' PGDM', ' Finance', ' Stock Market', ' Mba']",['Other'],"['Mumbai', 'Bengaluru', 'Chennai', 'Hyderabad', 'Pune', 'Vijayawada', 'Visakhapatnam', 'Coimbatore', 'Kochi']","['Accounts ', ' Finance ', ' Tax ', ' Company Secretary ', ' Audit']","['IT-Software', ' Software Services']",Fresher
2690, Barista-pune-cpi-aspn, Not Disclosed by Recruiter ,"[' Tea', ' Coffee', ' Beverage', ' juice', ' food']","['Front Office', 'Customer Care']",['Pune'],"['Hotels ', ' Restaurants']","['Travel ', ' Hotels ', ' Restaurants ', ' Airlines ', ' Railways']",Staff Function
2691, Business Development Executive, Not Disclosed by Recruiter ,"[' workflow', ' data mining', ' networking', ' estimation', ' odesk', ' relationship building', ' calling', ' handling', ' elance']",['Corporate Sales'],"['Noida', 'Noida/greater noida']","['Sales ', ' Retail ', ' Business Development']","['IT-Software', ' Software Services']",Sales/Business Development Manager
2692," Business Development Executive (field Sales), Freshers, Sal 20k to 30k"," 3,75,000 - 5,00,000 PA. ","[' field sales', ' business development', ' bde', ' bdm', ' marketing', ' sales executive', ' revenue generation', ' marketing executive', ' software sales', ' sales', ' sales business development', ' education sales', ' education counsellor', ' sales education', ' byjus', ' toppr', ' freshers', ' be.btech', ' bsc', ' bcom', ' bba']",['Retail Sales'],"['Pune', 'Kolkata', 'Bhopal']","['Sales ', ' Retail ', ' Business Development']","['Education', ' Teaching', ' Training']",Sales/Business Development Manager
2693," Walk-in on 30-jul-19, For Voice Process "," 1,50,000 - 2,75,000 PA. ","[' bpo', ' voice process', ' Gujarati', ' hiring', ' english', ' Marathi', ' Customer Support Executive', ' Hindi', ' customer support']",['Voice'],['Bengaluru'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['BPO', ' Call Centre', ' ITeS']",Associate/Senior Associate -(NonTechnical)
2694, Anaesthetist, Not Disclosed by Recruiter ,"[' anaesthesiologist', ' Patient Care', ' MD', ' Medical']",['Medical Professional'],['Delhi ncr'],"['Medical ', ' Healthcare ', ' R&D ', ' Pharmaceuticals ', ' Biotechnology']","['Medical', ' Healthcare', ' Hospitals']",Anaesthetist
2695, Jobs in Accounts in Noida - Senior Executive Finance, Not Disclosed by Recruiter ,"[' Tally', ' Book Keeping', ' Fixed assets', ' Financial services', ' Healthcare', ' PHP', ' Senior Finance Executive', ' HTTP', ' Corporate banking', ' Process analysis']",['Accounts'],['Noida'],"['Accounts ', ' Finance ', ' Tax ', ' Company Secretary ', ' Audit']","['Recruitment', ' Staffing']",Accounts Executive/Accountant
2696,Genpact Mega Hiring For Backend Executive - 25th & 26th July,Openings: 1,"['bpo', 'insurance', 'backend executive', 'back office', 'back office executive', 'banking', 'fresher', 'operations', 'grduate', 'kyc', 'backend', 'non voice', 'data entry operator', 'data entry']",['Voice'],['Delhi ncr'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']",['BPO / Call Centre / ITES'],Associate/Senior Associate -(NonTechnical)
2697," ERP Trainees, Freshers (male Only), Chennai", Attractive Salary and Other Benefits Will Match The Best In The Industry ,"[' erp', ' bcom graduates', ' sap trainee', ' trainees', ' bba fresher', ' bcom freshers', ' sap trainees']",['Other'],['Chennai'],"['IT Software - Systems ', ' EDP ', ' MIS']","['IT-Software', ' Software Services']",Trainee
2698, Support Engineer, Not Disclosed by Recruiter ,"[' JAVA', ' Business Analysts', ' development', ' Architects', ' XML', ' design', ' developer', ' PL', ' Lead Developers', ' SQL']",['Programming & Design'],['Pune'],"['IT Software - Application Programming ', ' Maintenance']","['IT-Software', ' Software Services']",Software Developer
2699," home Based and part time work for Freshers,students &housewives for al"," 3,00,000 - 5,00,000 PA. ","[' Senior HR', ' Part Time', ' Fresher', ' Doctor', ' Bba', ' Bbm', ' Bc', ' Bcom', ' Ba', ' Accounting']",['Marketing Research'],"['Bengaluru', 'Mangalore', 'Vellore', 'Vijayawada', 'Visakhapatnam', 'Warangal']","['Marketing ', ' Advertising ', ' MR ', ' PR ', ' Media Planning']","['Advertising', ' PR', ' MR', ' Event Management']",Marketing Research Executive/Manager
2700," Fresher Electrical,mechanical,ec,electronics Engineers"," 1,25,000 - 6,00,000 PA. ","[' Electrical Engineering', ' mechanical engineer', ' civil', ' Quality Assurance', ' Testing', ' engineer', ' kaizen', ' six sigma', ' Electronics', ' electrical', ' mechanical', ' Corporate Law', ' Chemistry', ' Chemical', ' Cyber Law']",['Other'],"['Noida', 'Ajmer', 'Gurgaon']","['Production ', ' Manufacturing ', ' Maintenance']","['Industrial Products', ' Heavy Machinery']",Fresher
2701, Web Content Writer, Not Disclosed by Recruiter ,"[' english', ' articles', ' excellent communication skills', ' media advertising', ' e', ' newsletters', ' websites', ' web content', ' content writer', ' customer']",['Content Development'],"['Bengaluru', 'Bengaluru / bangalore']","['Journalism ', ' Editing ', ' Content']","['Media', ' Entertainment', ' Internet']",Content Developer
2702, Hiring For Voice And Non Voice Process," 1,00,000 - 4,00,000 PA. ","[' customer service executive', ' international bpo', ' Non Voice Process', ' customer service', ' customer care', ' Voice Process', ' customer care executive']",['Voice'],"['Gurgaon', 'Noida']","['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['BPO', ' Call Centre', ' ITeS']",Associate/Senior Associate -(NonTechnical)
2703, Student Advisor, Not Disclosed by Recruiter ,"[' mba', ' organizing', ' excellent communication skills', ' courses', ' skills', ' follow up', ' prospects', ' knowledge', ' patience', ' test']",['Teachers'],['Bengaluru'],"['Teaching ', ' Education ', ' Training ', ' Counselling']","['Education', ' Teaching', ' Training']",Counselor
2704, Customer Support Executive - Voice Process..., Not Disclosed by Recruiter ,"[' voice', ' bpo', ' call centre', ' customer care', ' ites', ' inbound voice process', ' customer support', ' tele caller']","['Production', 'Manufacturing', 'Maintenance']",['Bengaluru'],"['Production ', ' Manufacturing ', ' Maintenance']","['BPO', ' Call Centre', ' ITeS']",Quality Assurance/Quality Control Executive
2705, Urgent Requirement For ITI Fitter," 1,25,000 - 2,50,000 PA. ","[' ncvt', ' Fitter', ' Maintenance Fitter', ' i.t.i.', ' ITI']","['Production', 'Manufacturing', 'Maintenance']","['Mumbai', 'Navi mumbai', 'Thane']","['Production ', ' Manufacturing ', ' Maintenance']","['Construction', ' Engineering', ' Cement', ' Metals']",Workman/Foreman/Technician
2706, Looking for Mainframe/msbi Developers," 2,00,000 - 4,00,000 PA. ","[' Endevor', ' VSAM', ' JCL', ' Sql Db2', ' TWS', ' Connect Direct', ' MSBI', ' SSIS', ' SSRS', ' SSAS', ' Power Bi', ' Tableau']",['Programming & Design'],['Bengaluru'],"['IT Software - Application Programming ', ' Maintenance']","['IT-Software', ' Software Services']",Software Developer
2707, Hiring For Inside Sales**day Shifts Only," 1,00,000 - 3,50,000 PA. ","[' international sales', ' inside sales', ' voice process', ' outbound sales', ' sales', ' inbound sales']",['Channel Sales'],['Gurgaon'],"['Sales ', ' Retail ', ' Business Development']","['Banking', ' Financial Services', ' Broking']",Sales Executive / Officer
2708, French Language Expert," 2,75,000 - 4,00,000 PA. ","[' interpersonal skills', ' communication']",['Retail Sales'],['Noida'],"['Sales ', ' Retail ', ' Business Development']","['IT-Software', ' Software Services']",Sales Executive/Officer
2709, Executive Implementation - Tally Enterprise Solution, Not Disclosed by Recruiter ,"[' Training', ' Tally', ' Executive', ' Business Development Manager', ' Client interaction']",['Retail Sales'],"['Chennai', 'Coimbatore', 'Erode']","['Sales ', ' Retail ', ' Business Development']","['IT-Software', ' Software Services']",Sales/Business Development Manager
2710, Fresher, Not Disclosed by Recruiter ,"[' PHP', ' .Net', ' Python', ' Android', ' Testing']",['Engineering Design'],['Hyderabad'],"['Engineering Design ', ' R&D']","['Strategy', ' Management Consulting Firms']",Design Engineer
2711, BE/ B.tech Mechanical & Automobile Engineer Freshers Jobs at Chennai, Best in Industry ,"[' sheet metal', ' quality control', ' production', ' fabrication', ' cad', ' logistics', ' injection moulding', ' machine operator', ' mechanical designing', ' solid works', ' machining', ' production supervisor', ' quality assurance', ' manufacturing', ' cnc', ' maintenance', ' Assembly']",['Other'],['Chennai'],"['Production ', ' Manufacturing ', ' Maintenance']","['Industrial Products', ' Heavy Machinery']",Fresher
2712, Automobile Core MNCs need Fresher Graduates of Mechanical & Automobile, Not Disclosed by Recruiter ,"[' Electrical Maintenance', ' Automobile Engineering', ' Industrial Engineering', ' quality assurance', ' Electronics Engineering', ' Production Engineering', ' Mechanical Engineering', ' mechanical maintenance', ' Quality Control']",['Other'],"['Chennai', 'Coimbatore']","['Production ', ' Manufacturing ', ' Maintenance']","['Automobile', ' Auto Anciliary', ' Auto Components']",Trainee
2713, Medical Officer - NH HSR - Blr, Not Disclosed by Recruiter ,"[' Medical', ' Hospital', ' Critical Care']",['Medical Professional'],['Bengaluru'],"['Medical ', ' Healthcare ', ' R&D ', ' Pharmaceuticals ', ' Biotechnology']","['Medical', ' Healthcare', ' Hospitals']",Medical Officer
2714, We are looking for talkative personals (exceptional) for UK/US Inbound, Not Disclosed by Recruiter ,"[' Outbound', ' Customer service', ' Technical support', ' Sales', ' Technical', ' Inbound calls', ' Inbound voice process', ' US shift', ' Antivirus', ' Comp']",['Voice'],['Kolkata'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['IT-Software', ' Software Services']",Associate/Senior Associate -(NonTechnical)
2715, Hiring For Sales Executive - Hyderabad, Not Disclosed by Recruiter ,"[' inside sales', ' promotions', ' fresher', ' sales executive activities', ' sales officer', ' business development', ' sales', ' sales executive']",['Retail Sales'],['Hyderabad'],"['Sales ', ' Retail ', ' Business Development']","['IT-Software', ' Software Services']",Sales Executive/Officer
2716," Territory Manager (pharma) - South Mumba (byculla, CST & Mahalaxmi)", Not Disclosed by Recruiter ,"[' Sales', ' Territory Management', ' MR', ' business executive', ' PSR']",['Retail Sales'],['Mumbai'],"['Sales ', ' Retail ', ' Business Development']","['Pharma', ' Biotech', ' Clinical Research']",Medical Representative
2717, Hiring for Tech Sales Inbound Process Job, Not Disclosed by Recruiter ,"[' Outbound', ' Antivirus', ' Technical support', ' Voice process', ' Sales', ' Technical', ' Inbound process', ' Inbound calls', ' US shift', ' Comp']",['Voice'],['Kolkata'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['IT-Software', ' Software Services']",Telecalling/Telemarketing Executive
2718, Urgent Hiring for Uk chat n Uk Collection, Not Disclosed by Recruiter ,"[' international bpo', ' bpo voice', ' credit cards collections', ' zenta', ' sutherland', ' sitel', ' wipro', ' amex', ' american express', ' barclays', ' citi', ' collections', ' outbound']",['Voice'],['Delhi ncr'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['BPO', ' Call Centre', ' ITeS']",Associate/Senior Associate -(NonTechnical)
2719, Medical Coding Fresher Jobs For B.tech/m.tech Bioinformatics Grad," 2,75,000 - 4,00,000 PA. ","[' biotechnology', ' physiotherapy', ' nursing', ' biomedical', ' medical coding', ' bioinformatics', ' biochemistry', ' pharmacy']",['Medical Professional'],"['Chennai', 'Madurai', 'Vellore']","['Medical ', ' Healthcare ', ' R&D ', ' Pharmaceuticals ', ' Biotechnology']","['Medical', ' Healthcare', ' Hospitals']",Intern
2720, Civil Intern - M Tech, Not Disclosed by Recruiter ,"[' structural engineering', ' civil']",['Site Engineering'],['Navi mumbai'],"['Site Engineering ', ' Project Management']","['Construction', ' Engineering', ' Cement', ' Metals']",Trainee
2721, Engineer - IT (2019 Passed out Freshers only )," 2,00,000 - 2,25,000 PA. ",[' Fresher'],['Other'],['Chennai'],"['IT Software - Embedded ', ' EDA ', ' VLSI ', ' ASIC ', ' Chip Design']","['IT-Software', ' Software Services']",Trainee
2722, Hiring For International Voice - Customer Support @ Mumbai," 2,50,000 - 4,00,000 PA. ","[' international bpo', ' cce', ' International Call Center', ' inbound', ' customer service', ' customer care', ' international voice', ' customer support', ' Inbound Voice Process', ' Communication Skills', ' ccr', ' Voice', ' Customer Handling']",['Voice'],"['Mumbai', 'Hyderabad']","['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['BPO', ' Call Centre', ' ITeS']",Associate/Senior Associate -(NonTechnical)
2723, Social Listening & Insights Analyst," 1,00,000 - 2,50,000 PA. ","[' Social Media', ' Statistics']",['Analytics & BI'],['Bengaluru'],['Analytics & Business Intelligence'],"['Advertising', ' PR', ' MR', ' Event Management']",Data Analyst
2724, Accounts Freshers ( B / M / MBA ), Not Disclosed by Recruiter ,"[' accounts', ' accounting', ' reconciliation', ' tax', ' cost analysis', ' transactions', ' taxation']",['Accounts'],['Chandigarh'],"['Accounts ', ' Finance ', ' Tax ', ' Company Secretary ', ' Audit']","['Industrial Products', ' Heavy Machinery']",Accounts Executive/Accountant
2725,Walkin for Technical Support Voice Process - 29th June,INR Lucrative,"['customer service', 'calling', 'customer care', 'cse', 'cce', 'cca', 'teleperformance', 'ienergizer', 'concentrix', 'policy bazaar', 'fresher', 'b.tech', 'graduate', 'voice process', 'bca', 'b.e', 'inbound', 'outbound', 'solving queries', 'sales', 'zomato', 'foodpanda']",['Voice'],['Delhi ncr'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']",['BPO / Call Centre / ITES'],Associate/Senior Associate -(NonTechnical)
2726, INTERNSHIP, Not Disclosed by Recruiter ,"[' Photoshop', ' Internship', ' Python', ' spring boot', ' Web technologies', ' ui', ' web', ' Django', ' mobile', ' developer']",['Programming & Design'],['Hyderabad'],"['IT Software - Application Programming ', ' Maintenance']","['IT-Software', ' Software Services']",Software Developer
2727, PHP / MVC Node.js Angular Developer South Delhi | Webdior," 1,50,000 - 3,00,000 PA. ","[' NoSQL', ' Mean Stack', ' Javascript', ' PHP', ' Node.Js', ' MongoDB', ' MVC', ' Data Modeling', ' SOAP', ' SQL']",['Programming & Design'],['Delhi ncr'],"['IT Software - Application Programming ', ' Maintenance']","['IT-Software', ' Software Services']",Software Developer
2728, International BPO / Fresher / Voice Process / Day Shift / Ahmedabad," 1,00,000 - 1,75,000 PA. ","[' International Call Center', ' International BPO', ' voice process', ' voice support', ' inbound', ' customer service', ' CSR', ' CSE', ' Customer Support', ' Travel', ' Holiday']",['Voice'],['Ahmedabad'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['BPO', ' Call Centre', ' ITeS']",Associate/Senior Associate -(NonTechnical)
